shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
2,37.18109274077486,-3.60887236386626,20206
2,37.18115174465827,-3.608917254427129,20207
2,37.18119263497189,-3.608943653496489,20208
2,37.18126106745613,-3.608953453243323,20209
2,37.18132212085055,-3.60894844984221,20210
2,37.18142285293847,-3.608920470686697,20211
2,37.18162858540338,-3.608846899025924,20212
2,37.18180199585027,-3.608797802743304,20213
2,37.18194957205608,-3.608741500007351,20214
2,37.18248999729477,-3.608566269419261,20215
2,37.18263850634222,-3.608515913787377,20216
2,37.18279701913664,-3.608459928965269,20217
2,37.1831108314237,-3.608355283995469,20218
2,37.18323139162938,-3.608312051591642,20219
2,37.18344150142658,-3.608246573518539,20220
2,37.18355625439327,-3.608216673038966,20221
2,37.18367510641001,-3.608221542683914,20222
2,37.18376984367893,-3.608251088086578,20223
2,37.18389645548405,-3.608337618068128,20224
2,37.18396199663467,-3.608383689592234,20225
2,37.18406629534829,-3.608458988746026,20226
2,37.1841911774046,-3.608554176328992,20227
2,37.1843628587163,-3.608674823409988,20228
2,37.18451981606734,-3.608778253185452,20229
2,37.18461272994159,-3.608836805320142,20230
2,37.18466648009043,-3.608857605906406,20231
2,37.18473155695865,-3.608872014167241,20232
